tweet,gold_reply,intent
any idea why #itunes crashes every time I try to verify my billing? Trying 2 buy music. Should I just buy from ?,Let's have a closer look at this. What device is this occurring on?,billing_refund
Debris after a month? Seems unlikely.. now I m using my old charger & it s working fine,Are you able to test that charger on any other devices to see if they receive the same error messages?,charging_issue
thanks to ios 11.0.2 my 5s is always got a force close when open whole application,We want to make sure you enjoy iOS 11. Please meet us in DM and we'll be happy to look into this issue with you.,software_update
I'm losing battery too do fast with this ios 11. Y'all need to fix it now!! #smdh going back to ios 10,We'd be happy to look in to these battery issues with you. Please DM us about this and we'll continue there.,battery_issue
i am locked out of my ipad and its really pissed me off. I dont remember the apple id wth do i do now just leave my ipad in the draw!,We're eager to get you back to using your iPad. Let's attempt to recover your Apple ID here:,apple_id_login
"hey lmk why ur stupid $40 phone charger is ""not supported"" by my device!!! #thx","Hey there! Thank you for contacting us for support. Could you tell us which iPhone you're using? Also, please see ""If an alert says that your accessory isn't supported or certified"" in the article listed here:",charging_issue
This is what I get and it does not let me in my email is my Apple ID so it does not let me even read my emails :(,Got it. We've got a team here at Apple that can assist with issues regarding your Apple ID. Click here to reach us:,apple_id_login
my AirPods keep cutting off like if the phone were too far or something help plz :(,"We want to help you get the most from your AirPods. Send us a DM and tell us which device you're using them with, and we'll help.",device_setup
I m not bout to do this shit you suggested I download iOS 11.1 and I did give me my mf I back,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,software_update
i m just confused how the app store is gonna tell me i don t own an app to review it when i literally have it on my phone,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,app_store
bought an official black case for my iPhone 7 from a retailer (Not apple direct) and no receipt and it s cracked. Can I help?,We would like to gather a bit more information to see if this is something we can help with. Reach out to us in DM please.,billing_refund
why is my charger not working,"Hey, which charger are you referring to? Let us know the details and we'll help you out.",charging_issue
Apple Pay is not working on my new iPhone X. Is this because of Face ID or some problem with the app?,Let's help get this sorted. What happens when you try to use the feature? What version of iOS are you using? Meet us in DM.,device_setup
hey im trying to get back my apple id but my phone wont get any text for veryfication code. HELP. i already went to support page and tried everything!!! (Day2),We value privacy and security. Please reach out to us here for help with this issue:,apple_id_login
"I need to recover my appleId, I am putting it in recovery from last 3 times, wait for 4 days but every time it looses status and ask me to put it in recovery again. Can I get my appleID deleted so that i can make a new one?",We know your Apple ID is an important part of your Apple products. Have you tried to regain access to your account following the steps here:,apple_id_login
"Buy from open product (2 days after purchase), faulty, call support, solution: book appointment with a genius (which btw hahahah) in a WEEK to resolve. Buy from (@)anyotherretailer, open product, faulty, soultion: bring in for refund or replacement.",We'd be happy to address this with you. What country are you located in?,billing_refund
